GAE_mM,simulation_time,converged,max_rel_change,R1,R2,R3,R4,R80,reporter_rna,G1,G2,G3,G3i,G4,G4d,G80,G80C,G80d,G80Cd,G80G3i,reporter,DG1,DG2,DG3,DGrep,DG80,DG1_G4d,DG2_G4d,DG3_G4d,DGrep_G4d,DG80_G4d,DG1_G4d_G80d,DG2_G4d_G80d,DG3_G4d_G80d,DGrep_G4d_G80d,DG80_G4d_G80d,GAI,GAI_mM,G1GAI,G2GAI,G2GAE,G1_total,G2_total,G3_total,G4_total,G80_total,G80_nuclear,G80_cytoplasmic
11.1,4000.0,True,1.214455790535336e-09,9.710621773552386,11.641655992820104,10.566480962123848,0.39991922455573503,13.86858163263272,9.712226314258828,529.588355592862,883.9593554746388,42566.50666863215,3754.943027634316,0.15651596595966147,308.8796822637133,0.5047255758476177,0.5047250714589768,2.03564605286289,1.9847287608975979,8816.908190761176,4857.122215993432,0.0036640267690546554,0.11535015793906714,0.08620995297829137,0.0036640267690546614,0.08620995297829197,0.2942532903001938,0.352730269319594,0.6603868715208628,0.29425329030019426,0.6603868715208674,0.7020826829307495,0.5319195727413369,0.25340317550084585,0.7020826829307506,0.2534031755008476,105385613.62806909,4.900431033705212,4325.46973276471,18264.44836057903,21595.568940713812,4855.058088357572,40743.97665676748,63955.26607778882,617.9158804933862,17642.86658179718,4.576017681573397,17638.290564115607
